,Unnamed: 0,FIPS CODE,Population Density ,county_x,state_x,cases_x,deaths_x,month_x,year_x,country_region_code,country_region,sub_region_1,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,month_y,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,month_x,year_y,date,county_y,state_y,cases_y,deaths_y,month_y,year
2663,2663,48281,28.88165647,Lampasas,Texas,899.741935483871,17.096774193548384,1.0,2021.0,US,United States,Texas,Lampasas County,-12.83870967741935,-9.810843653450467,-15.363616729087653,-21.67087799671004,-20.09677419354839,9.523809523809524,1.0,5.0,Lampasas County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Lampasas,Texas,11.0,0.0,1,2021
2664,2664,48283,5.132875628,La Salle,Texas,750.5483870967741,15.903225806451616,1.0,2021.0,US,United States,Texas,La Salle County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-19.193548387096783,-60.0,9.373992102877745,1.0,5.0,La Salle County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,La Salle,Texas,5.0,0.0,1,2021
2665,2665,48285,20.45564232,Lavaca,Texas,1855.4516129032247,59.61290322580646,1.0,2021.0,US,United States,Texas,Lavaca County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-17.46153846153846,9.373992102877745,1.0,5.0,Lavaca County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Lavaca,Texas,12.0,0.0,1,2021
2666,2666,48287,26.86418152,Lee,Texas,1149.483870967742,33.0,1.0,2021.0,US,United States,Texas,Lee County,-19.08,-17.0,-15.363616729087653,-21.67087799671004,-21.4,9.373992102877745,1.0,5.0,Lee County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Lee,Texas,11.0,0.0,1,2021
2667,2667,48289,15.92133819,Leon,Texas,852.5806451612905,27.451612903225808,1.0,2021.0,US,United States,Texas,Leon County,-18.814247704934786,-9.810843653450467,-34.0,18.07407407407407,-21.6551724137931,9.373992102877745,1.0,5.0,Leon County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Leon,Texas,5.0,0.0,1,2021
2668,2668,48291,68.76107654,Liberty,Texas,5000.096774193548,110.80645161290323,1.0,2021.0,US,United States,Texas,Liberty County,-8.96774193548387,7.064516129032258,-15.363616729087653,0.0,-16.25806451612903,8.290322580645162,1.0,5.0,Liberty County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Liberty,Texas,54.0,1.0,1,2021
2669,2669,48293,25.75975822,Limestone,Texas,1397.7419354838707,35.38709677419355,1.0,2021.0,US,United States,Texas,Limestone County,-12.857142857142858,-24.33333333333333,-15.363616729087653,-21.67087799671004,-23.225806451612893,5.75,1.0,5.0,Limestone County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Limestone,Texas,8.0,1.0,1,2021
2670,2670,48295,3.828663808,Lipscomb,Texas,247.09677419354838,9.322580645161286,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Lipscomb County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Lipscomb,Texas,2.0,0.0,1,2021
2671,2671,48297,11.762091999999999,Live Oak,Texas,954.258064516129,15.419354838709678,1.0,2021.0,US,United States,Texas,Live Oak County,-18.814247704934786,-33.22222222222222,-15.363616729087653,-16.61290322580645,-33.32258064516129,9.373992102877745,1.0,5.0,Live Oak County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Live Oak,Texas,7.0,0.0,1,2021
2672,2672,48299,21.19408929,Llano,Texas,785.8387096774194,26.064516129032263,1.0,2021.0,US,United States,Texas,Llano County,-13.69230769230769,-10.5,2.2068965517241383,-21.67087799671004,-18.516129032258057,5.473684210526316,1.0,5.0,Llano County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Llano,Texas,8.0,1.0,1,2021
2673,2673,48301,0.1674328213,Loving,Texas,1.0,0.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Loving County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Loving,Texas,0.0,0.0,1,2021
2674,2674,48303,334.3605788000001,Lubbock,Texas,45074.77419354839,634.0,1.0,2021.0,US,United States,Texas,Lubbock County,-15.903225806451607,-13.70967741935484,-18.645161290322573,-37.83870967741935,-18.93548387096774,7.935483870967742,1.0,5.0,Lubbock County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Lubbock,Texas,160.0,4.0,1,2021
2675,2675,48305,6.417997302000001,Lynn,Texas,563.483870967742,16.0,1.0,2021.0,US,United States,Texas,Lynn County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-22.42857142857143,9.373992102877745,1.0,5.0,Lynn County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Lynn,Texas,3.0,0.0,1,2021
2676,2676,48307,7.827529706,McCulloch,Texas,465.6774193548387,12.580645161290322,1.0,2021.0,US,United States,Texas,McCulloch County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-20.52380952380953,9.373992102877745,1.0,5.0,McCulloch County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,McCulloch,Texas,2.0,0.0,1,2021
2677,2677,48309,236.8824251,McLennan,Texas,21527.516129032258,333.8709677419355,1.0,2021.0,US,United States,Texas,McLennan County,-16.38709677419355,-8.0,-21.516129032258053,-14.774193548387101,-22.64516129032258,8.451612903225808,1.0,5.0,McLennan County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,McLennan,Texas,139.0,3.0,1,2021
2678,2678,48311,0.719660601,McMullen,Texas,69.35483870967742,2.161290322580645,1.0,2021.0,US,United States,Texas,McMullen County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-61.944444444444436,-21.89789534018986,9.373992102877745,1.0,5.0,McMullen County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,McMullen,Texas,0.0,0.0,1,2021
2679,2679,48313,30.17819403,Madison,Texas,1160.741935483871,19.161290322580644,1.0,2021.0,US,United States,Texas,Madison County,-18.814247704934786,-22.1304347826087,-15.363616729087653,-21.67087799671004,-20.24,9.373992102877745,1.0,5.0,Madison County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Madison,Texas,3.0,0.0,1,2021
2680,2680,48315,26.67506826,Marion,Texas,364.29032258064524,19.354838709677427,1.0,2021.0,US,United States,Texas,Marion County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-14.66666666666667,9.373992102877745,1.0,5.0,Marion County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Marion,Texas,6.0,0.0,1,2021
2681,2681,48317,6.165404659,Martin,Texas,567.4193548387096,17.032258064516128,1.0,2021.0,US,United States,Texas,Martin County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-30.42857142857143,9.373992102877745,1.0,5.0,Martin County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Martin,Texas,2.0,0.0,1,2021
2682,2682,48319,4.34107125,Mason,Texas,317.0,3.5161290322580645,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Mason County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Mason,Texas,3.0,0.0,1,2021
2683,2683,48321,33.41888762,Matagorda,Texas,2385.322580645161,70.80645161290323,1.0,2021.0,US,United States,Texas,Matagorda County,-15.225806451612899,-13.387096774193553,-61.0,-21.67087799671004,-21.70967741935484,7.869565217391305,1.0,5.0,Matagorda County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Matagorda,Texas,29.0,1.0,1,2021
2684,2684,48323,45.1089616,Maverick,Texas,7882.096774193548,216.74193548387098,1.0,2021.0,US,United States,Texas,Maverick County,-33.7741935483871,-25.548387096774192,-9.772727272727273,-48.225806451612904,-33.03225806451613,11.19354838709677,1.0,5.0,Maverick County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Maverick,Texas,98.0,2.0,1,2021
2685,2685,48325,36.53131687,Medina,Texas,3204.3870967741937,62.29032258064516,1.0,2021.0,US,United States,Texas,Medina County,-10.58064516129032,-20.193548387096783,-56.0,4.645161290322581,-24.774193548387107,11.16129032258065,1.0,5.0,Medina County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Medina,Texas,33.0,1.0,1,2021
2686,2686,48327,2.399033292,Menard,Texas,181.1290322580645,4.580645161290323,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Menard County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Menard,Texas,1.0,0.0,1,2021
2687,2687,48329,178.9150049,Midland,Texas,13369.354838709678,201.74193548387098,1.0,2021.0,US,United States,Texas,Midland County,-26.903225806451612,-28.225806451612893,-16.93548387096774,-25.548387096774192,-25.0,10.548387096774187,1.0,5.0,Midland County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Midland,Texas,128.0,1.0,1,2021
2688,2688,48331,24.10490398,Milam,Texas,1695.0645161290322,19.258064516129032,1.0,2021.0,US,United States,Texas,Milam County,-11.0,-9.0,-15.363616729087653,-21.67087799671004,-20.16129032258064,9.095238095238095,1.0,5.0,Milam County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Milam,Texas,17.0,1.0,1,2021
2689,2689,48333,6.5485171620000004,Mills,Texas,334.741935483871,14.64516129032258,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Mills County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Mills,Texas,4.0,0.0,1,2021
2690,2690,48335,9.951815957,Mitchell,Texas,532.4193548387096,19.193548387096776,1.0,2021.0,US,United States,Texas,Mitchell County,-18.814247704934786,-9.810843653450467,-75.8,-21.67087799671004,-22.809523809523807,9.373992102877745,1.0,5.0,Mitchell County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Mitchell,Texas,2.0,0.0,1,2021
2691,2691,48337,20.69167027,Montague,Texas,1677.0967741935485,45.87096774193547,1.0,2021.0,US,United States,Texas,Montague County,-38.0,-9.810843653450467,-15.363616729087653,-21.67087799671004,-15.032258064516132,9.373992102877745,1.0,5.0,Montague County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Montague,Texas,14.0,0.0,1,2021
2692,2692,48339,516.0227888999998,Montgomery,Texas,33099.87096774193,316.4193548387097,1.0,2021.0,US,United States,Texas,Montgomery County,-15.32258064516129,-7.67741935483871,-1.4516129032258058,-10.44444444444444,-25.70967741935484,9.774193548387096,1.0,5.0,Montgomery County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Montgomery,Texas,420.0,4.0,1,2021
2693,2693,48341,24.73627056,Moore,Texas,2113.612903225807,56.03225806451614,1.0,2021.0,US,United States,Texas,Moore County,-20.2258064516129,-18.1,-15.363616729087653,-6.9,-9.612903225806454,4.523809523809524,1.0,5.0,Moore County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Moore,Texas,3.0,0.0,1,2021
2694,2694,48343,49.66962319,Morris,Texas,633.9354838709677,14.032258064516132,1.0,2021.0,US,United States,Texas,Morris County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-19.38461538461538,9.373992102877745,1.0,5.0,Morris County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Morris,Texas,8.0,0.0,1,2021
2695,2695,48345,1.16010922,Motley,Texas,78.38709677419354,6.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Motley County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Motley,Texas,0.0,0.0,1,2021
2696,2696,48347,69.37288241,Nacogdoches,Texas,3425.483870967741,109.48387096774192,1.0,2021.0,US,United States,Texas,Nacogdoches County,-13.225806451612899,-13.70967741935484,-9.8,12.071428571428573,-22.967741935483872,7.32258064516129,1.0,5.0,Nacogdoches County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Nacogdoches,Texas,23.0,1.0,1,2021
2697,2697,48349,47.86223031,Navarro,Texas,4772.548387096775,74.41935483870971,1.0,2021.0,US,United States,Texas,Navarro County,-9.96774193548387,-15.67741935483871,-15.363616729087653,-12.548387096774187,-19.548387096774192,7.903225806451613,1.0,5.0,Navarro County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Navarro,Texas,43.0,1.0,1,2021
2698,2698,48351,14.97948434,Newton,Texas,524.5483870967741,19.580645161290324,1.0,2021.0,US,United States,Texas,Newton County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-15.952380952380947,9.373992102877745,1.0,5.0,Newton County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Newton,Texas,10.0,0.0,1,2021
2699,2699,48353,16.56474747,Nolan,Texas,1373.6451612903227,35.38709677419355,1.0,2021.0,US,United States,Texas,Nolan County,-18.548387096774192,-9.810843653450467,-15.363616729087653,-11.32258064516129,-15.12903225806452,9.373992102877745,1.0,5.0,Nolan County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Nolan,Texas,7.0,0.0,1,2021
2700,2700,48355,429.00742060000016,Nueces,Texas,31488.516129032258,602.3548387096773,1.0,2021.0,US,United States,Texas,Nueces County,-15.51612903225806,-12.451612903225813,-11.19354838709677,-41.83870967741935,-22.774193548387107,8.35483870967742,1.0,5.0,Nueces County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Nueces,Texas,163.0,4.0,1,2021
2701,2701,48357,11.71173037,Ochiltree,Texas,959.8387096774194,18.83870967741936,1.0,2021.0,US,United States,Texas,Ochiltree County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-17.04761904761905,9.373992102877745,1.0,5.0,Ochiltree County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Ochiltree,Texas,3.0,0.0,1,2021
2702,2702,48359,1.378843384,Oldham,Texas,167.70967741935485,2.0,1.0,2021.0,US,United States,Texas,Oldham County,-18.814247704934786,-9.810843653450467,-15.363616729087653,9.838709677419354,-21.89789534018986,9.373992102877745,1.0,5.0,Oldham County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Oldham,Texas,1.0,0.0,1,2021
2703,2703,48361,252.5257066,Orange,Texas,5903.8387096774195,80.74193548387096,1.0,2021.0,US,United States,Texas,Orange County,-8.67741935483871,-7.838709677419355,-18.258064516129032,-12.225806451612899,-16.25806451612903,6.483870967741934,1.0,5.0,Orange County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Orange,Texas,40.0,1.0,1,2021
2704,2704,48363,29.30790478,Palo Pinto,Texas,2259.2580645161293,48.70967741935484,1.0,2021.0,US,United States,Texas,Palo Pinto County,-1.8709677419354842,-10.888888888888893,-15.363616729087653,-35.0,-20.06451612903226,8.19047619047619,1.0,5.0,Palo Pinto County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Palo Pinto,Texas,23.0,0.0,1,2021
2705,2705,48365,29.64269366,Panola,Texas,1188.9032258064515,47.29032258064516,1.0,2021.0,US,United States,Texas,Panola County,-17.6,-9.810843653450467,-15.363616729087653,-22.774193548387107,-22.258064516129032,5.357142857142857,1.0,5.0,Panola County,TX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Panola,Texas,11.0,0.0,1,2021
